Dataset,Samples,Features,Pegasos_Acc,Pegasos_Time,Pegasos_Params,SGD_Acc,SGD_Time,SGD_Params,SCS_Acc,SCS_Time,SCS_Params
mini_boone,120000,50,0.719875,2.2758474000002025,{'gamma': 0.02},0.719875,2.9691781000001356,"{'gamma': 0.02, 'eta': 0.001}",0.719875,1.0555025999929057,{'gamma': 0.02}
